DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001289,COGAR359,COGAR359_SOFT_TISSUE,,,Male,Children's Oncology Group,2,-3.711173778,Suspension,IMDM + 20% FBS + 4mM L-glut + 1x ITS,81.7,CVCL_RS25,central_nervous_system,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),,,,,soft_tissue,ATRT,,
ACH-000038,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906854,Female,DSMZ,,,,,,CVCL_1194,haematopoietic_and_lymphoid_tissue,,Lymphoma,B-cell,69,SIDM01049,39,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001121,MEC2,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1871,haematopoietic_and_lymphoid_tissue,,Lymphoma,B-cell,62,SIDM00827,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001638,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995,Male,DSMZ,0,-0.35451694,,,,CVCL_1883,ascites,Primary,Lymphoma,B-cell,,SIDM00448,283,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001677,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-2.135224139,Suspension,RPMI 1640 + 10% FBS,55.9,CVCL_X504,pleural_effusion,Primary,Lymphoma,B-cell,59,,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001709,WSUNHL,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909785,Female,DSMZ,,,,,,CVCL_1793,pleural_effusion,Primary,Lymphoma,B-cell,46,SIDM00412,601,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-002062,SLVL,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,,,,,,CVCL_3169,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,B-cell,70,SIDM00374,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-000069,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_0823,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Hodgkins",48,,,,lymphocyte,hodgkin_lymphoma,,
ACH-000190,HDMYZ,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907050,Male,DSMZ,2,-3.016200318,,RPMI + 10% heat inactivated FBS,78.4,CVCL_1273,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",29,SIDM01063,883,,lymphocyte,hodgkin_lymphoma,,
ACH-000267,HDLM2,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924110,Male,DSMZ,0,-0.585865459,,,,CVCL_0009,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",74,SIDM01064,1510,,lymphocyte,hodgkin_lymphoma,,
ACH-000702,L1236,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330935,Male,DSMZ,2,-4.46100868,Mixed adherent and suspension,RPMI + 10% FBS,93.3,CVCL_2096,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Hodgkins",34,SIDM00313,408,,lymphocyte,hodgkin_lymphoma,,
ACH-000754,L428,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907322,Female,DSMZ,2,-3.323370541,,,,CVCL_1361,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37,SIDM00327,1804,,lymphocyte,hodgkin_lymphoma,,
ACH-000806,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323,Female,DSMZ,0,-1.78447162,,RPMI + 20% FBS,59.3,CVCL_1362,bone_marrow,,Lymphoma,"B-cell, Hodgkins",20,SIDM00329,651,,lymphocyte,hodgkin_lymphoma,,
ACH-000815,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976,Male,DSMZ,,,,,,CVCL_1330,pleural_effusion,Metastasis,Lymphoma,"B-cell, Hodgkins",37,SIDM01018,313,,lymphocyte,hodgkin_lymphoma,,
ACH-001203,SUPHD1,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331039,Male,DSMZ,,,,,,CVCL_2208,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37,SIDM00422,1451,,lymphocyte,hodgkin_lymphoma,,
ACH-000371,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910861,Male,ATCC,2,-3.896033282,Suspension,RPMI + 20% FBS,73,CVCL_1660,ascites,,Lymphoma,"B-cell, Non-Hodgkins",52,SIDM01089,1273,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000398,RI1,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_1885,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",57,,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000583,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799,Male,ATCC,2,-2.530316903,Suspension,RPMI + 20% FBS,49.9,CVCL_1399,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00637,2082,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000687,CI1,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_1861,ascites,,Lymphoma,"B-cell, Non-Hodgkins",38,,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000914,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063,Male,ATCC,2,-4.293554699,,RPMI + 10% FBS,62.4,CVCL_1290,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70,SIDM00661,745,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000923,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0107,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",92,,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001498,FARAGE,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297449,Female,ATCC,1,-3.686781775,Suspension,RPMI 1640 + 10% FBS,60,CVCL_3302,lymph_node,Metastasis,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00859,1772,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001539,KML1,KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,JCRB,2,-2.552994149,Suspension,RPMI 1640 + 20% FBS,60,,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",28,,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001642,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930,Female,JCRB,,,,,,CVCL_1683,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",20,SIDM00384,1475,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-002272,MHHPREB1,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908136,Unknown,Sanger,,,,,,CVCL_1413,lymph_node,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00388,788,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-002301,RF48,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909697,Unknown,Sanger,,,,,,CVCL_1657,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM01092,69,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-002307,SUDHL16,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331034,Unknown,Sanger,,,,,,CVCL_1890,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00404,1449,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-002313,TK,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331045,Unknown,Sanger,,,,,,CVCL_3216,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00323,851,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000162,GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303896,Male,ATCC,,,,,,CVCL_1222,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",41,SIDM00854,1008,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000245,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910706,Male,DSMZ,,,,,,CVCL_1087,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",8,SIDM00985,737,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000402,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,1,-2.17785161,Adherent,RPMI + 10% heat inactivated FBS + 1mM Sodium pyruvate + 50uM 2-Mercaptoethanol,37.3,CVCL_1088,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16,SIDM00074,,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000440,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703,Male,ATCC,,,,,,CVCL_1101,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00907,1190,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000567,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906,Female,ATCC,,,,,,CVCL_1712,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01198,130,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000654,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909262,Male,ATCC,2,-4.289168828,,RPMI + 10% FBS,84.4,CVCL_0511,bone,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",12,SIDM00844,1762,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000707,P3HR1,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_2676,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",7,SIDM01254,,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000786,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831,Male,ATCC,,,,,,CVCL_0008,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16,SIDM00845,1783,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000877,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_2027,bone,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",9,SIDM00862,,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000944,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159,Female,JCRB,,,,,,CVCL_0067,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM00641,669,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001064,EB2,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906846,Female,ATCC,,,,,,CVCL_1186,ovary,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",7,SIDM00863,873,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001450,BLUE1,BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-3.414572804,Suspension,RPMI 1640 + 20% FBS,87,CVCL_1967,bone_marrow,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",29,,,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001636,RAMOS,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RA 1,,Male,ATCC,,,,,,,ascites,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM01094,,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002232,DG75,DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906838,Unknown,Sanger,,,,,,CVCL_0244,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00948,188,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002236,EB3,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906847,Unknown,ATCC,,,,,,CVCL_1185,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00793,581,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002252,JIYOYEP2003,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907268,Unknown,Sanger,,,,,,CVCL_1317,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00808,1941,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002293,P32ISH,P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330987,Unknown,Sanger,,,,,,CVCL_3119,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00362,1617,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002300,RAMOS2G64C10,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910401,Unknown,Sanger,,,,,,CVCL_1646,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01247,68,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-002392,SC1,SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sci-1,,Male,Sanger,,,,,,CVCL_1888,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Follicular",67,SIDM00030,,,lymphocyte,non_hodgkin_lymphoma,b_cell_follicular,
ACH-000068,REC1,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1884,lymph_node,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",61,,,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-000073,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303897,Female,DSMZ,,,,,,CVCL_1818,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",58,SIDM01058,1776,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-000106,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907269,Female,DSMZ,0,-1.827745887,,RPMI + 10% FBS,67.4,CVCL_1319,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",63,SIDM01013,764,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-000220,MINO,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_1872,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",64,,,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-000357,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327765,Female,DSMZ,0,-0.817895499,,,,CVCL_1865,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",78,SIDM01038,2118,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-002254,KARPAS1106P,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327773,Unknown,Sanger,,,,,,CVCL_1821,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Mediastinal Large",,SIDM01011,1030,,lymphocyte,non_hodgkin_lymphoma,b_cell_mediastinal_large,
ACH-002214,BC1,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910919,Unknown,ATCC,,,,,,CVCL_1079,abdomen,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00896,585,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002215,BC3,BC3_PLEURA,,910918,Unknown,ATCC,,,,,,CVCL_1080,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00895,590,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002220,CROAP2,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906807,Unknown,Sanger,,,,,,CVCL_1147,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00952,566,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002253,JSC1,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327769,Unknown,Sanger,,,,,,CVCL_3728,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00688,1378,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002393,CROAP3,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Sanger,,,,,,CVCL_1810,ascites,Metastasis,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",42,SIDM00070,,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-001484,CI,CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-3.000963866,Suspension,RPMI 1640 + 20% FBS,85.8,CVCL_Y548,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"B-cell, unspecified",47,,,,blood,unspecified_leukemia,b_cell,
ACH-001485,CII,CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,1,-1.355607138,Loosely Adherent,RPMI 1640 + 10% FBS,42,CVCL_0D73,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"B-cell, unspecified",47,,,,blood,unspecified_leukemia,b_cell,
ACH-001520,HG3,HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-3.185992824,Mixed,RPMI 1640 + 10% FBS,84.9,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"B-cell, unspecified",70,,,,blood,unspecified_leukemia,b_cell,
ACH-000088,HS172T,HS172T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0660,fibroblast,,Fibroblast,Bladder,50,,,,fibroblast,fibroblast_urinary_tract,,
ACH-000071,HS706T,HS706T_BONE,,,Female,ATCC,,,,,,CVCL_0863,fibroblast,,Fibroblast,Bone,16,,,,fibroblast,fibroblast_bone,,
ACH-000119,HS863T,HS863T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0959,fibroblast,,Fibroblast,Bone,5,,,,fibroblast,fibroblast_bone,,
ACH-000154,HS888T,HS888T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0979,fibroblast,,Fibroblast,Bone,20,,,,fibroblast,fibroblast_bone,,
ACH-000185,HS737T,HS737T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0878,fibroblast,,Fibroblast,Bone,10,,,,fibroblast,fibroblast_bone,,
ACH-000224,HS819T,HS819T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0928,fibroblast,,Fibroblast,Bone,60,,,,fibroblast,fibroblast_bone,,
ACH-000229,HS822T,HS822T_FIBROBLAST,Hs 822.T,,Female,ATCC,,,,,,CVCL_0933,fibroblast,Primary,Fibroblast,Bone,9,,,,fibroblast,fibroblast_bone,,
ACH-000340,HS870T,HS870T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0966,fibroblast,,Fibroblast,Bone,,,,,fibroblast,fibroblast_bone,,
ACH-000526,HS821T,HS821T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0932,fibroblast,Primary,Fibroblast,Bone,31,,,,fibroblast,fibroblast_bone,,
ACH-000529,T173,T173_FIBROBLAST,,,Unknown,ATCC,,,,,,CVCL_3605,fibroblast,,Fibroblast,Bone,,,,,fibroblast,fibroblast_bone,,
ACH-000083,HS281T,HS281T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0715,fibroblast,,Fibroblast,Breast,37,,,,fibroblast,fibroblast_breast,,
ACH-000134,HS274T,HS274T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0711,fibroblast,,Fibroblast,Breast,66,,,,fibroblast,fibroblast_breast,,
ACH-000184,HS343T,HS343T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0726,fibroblast,,Fibroblast,Breast,47,,,,fibroblast,fibroblast_breast,,
ACH-000230,HS742T,HS742T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0888,fibroblast,,Fibroblast,Breast,71,,,,fibroblast,fibroblast_breast,,
ACH-000413,HS739T,HS739T_FIBROBLAST,,,Female,,,,,,,CVCL_0882,fibroblast,,Fibroblast,Breast,52,,,,fibroblast,fibroblast_breast,,
ACH-000540,HS606T,HS606T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0819,fibroblast,,Fibroblast,Breast,44,,,,fibroblast,fibroblast_breast,,
ACH-000044,MDAMB134VI,MDAMB134VI_BREAST,,,Female,ATCC,,,,,,CVCL_0617,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,47,SIDM00005,,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000097,ZR751,ZR751_BREAST,,,Female,ATCC,2,-4.290229594,Adherent,RPMI + 10% FBS,79.1,CVCL_0588,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,63,SIDM00314,,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000111,HCC1187,HCC1187_BREAST,,749711,Female,ATCC,2,-2.762233767,Mixed adherent and suspension,RPMI + 10% FBS,90.8,CVCL_1247,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,41,SIDM00885,1644,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000147,T47D,T47D_BREAST,,905945,Female,ATCC,2,-4.820771362,Adherent,RPMI + 10% FBS + 2ug/ml Insulin,68,CVCL_0553,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54,SIDM00097,1286,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000196,HCC1599,HCC1599_BREAST,,749713,Female,ATCC,,,,,,CVCL_1256,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,44,SIDM00877,1264,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000223,HCC1937,HCC1937_BREAST,,749714,Female,ATCC,2,-5.064641004,Adherent,RPMI + 10% FBS,87.5,CVCL_0290,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,24,SIDM00874,936,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000276,HCC38,HCC38_BREAST,,749717,Female,ATCC,1,-3.267076287,Adherent,Waymouth's MB 752/1 + 10% FBS,60.8,CVCL_1267,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,50,SIDM00675,1318,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000277,HCC1419,HCC1419_BREAST,,907045,Female,ATCC,2,-3.094022486,,RPMI + 10% FBS,51.3,CVCL_1251,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,42,SIDM00882,1551,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp
ACH-000288,BT549,BT549_BREAST,,905951,Female,ATCC,3,-4.531994178,Adherent,RPMI + 10% heat inactivated FBS,77.4,CVCL_1092,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,72,SIDM00122,1835,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B
ACH-000330,EFM19,EFM19_BREAST,,906851,Female,DSMZ,2,-2.879089752,,RPMI + 10% FBS,68,CVCL_0253,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,50,SIDM01056,1786,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000349,HCC1500,HCC1500_BREAST,,1303900,Female,ATCC,,,,,,CVCL_1254,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,32,SIDM00879,653,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000374,HCC1143,HCC1143_BREAST,,749710,Female,ATCC,2,-3.489951532,Adherent,RPMI + 10% FBS,84,CVCL_1245,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,52,SIDM00866,1316,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000536,BT20,BT20_BREAST,,906801,Female,ATCC,,,,,,CVCL_0178,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,74,SIDM00893,2264,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000554,UACC893,UACC893_BREAST,,909778,Female,ATCC,,,,,,CVCL_1782,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,57,SIDM01186,1090,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp
ACH-000568,UACC812,UACC812_BREAST,,910910,Female,ATCC,0,-0.221450124,,,,CVCL_1781,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43,SIDM01187,1754,,breast,breast_ductal_carcinoma,ERpos_HER2pos,luminal
ACH-000621,MDAMB157,MDAMB157_BREAST,,925338,Female,ATCC,3,-4.335250088,Adherent,RPMI + 10% FBS,92,CVCL_0618,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,44,SIDM00529,1796,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B
ACH-000624,HCC1806,HCC1806_BREAST,,907047,Female,ATCC,3,-5.85625319,Adherent,RPMI + 10% FBS,97.4,CVCL_1258,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00875,1317,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000643,HDQP1,HDQP1_BREAST,,1290922,Female,DSMZ,,,,,,CVCL_2067,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,50,SIDM01062,743,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000668,HCC70,HCC70_BREAST,,907048,Female,ATCC,,,,,,CVCL_1270,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,49,SIDM00673,937,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000691,HCC2157,HCC2157_BREAST,,749715,Female,ATCC,,,,,,CVCL_1261,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,48,SIDM00774,351,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
